@RELATION data/79New.ckpt
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {7,9}

@DATA
0.053902,0.031872,3.186987,0.114883,0.160225,0.347416,0.004514,0.068841,-22.547866,1.777300,-0.676357,0.078312,-0.088491,-0.015826,-0.098533,-0.028916,-0.027827,0.093562,0.041328,0.111910,-0.005121,0.014639,0.010372,0.019475,0.013858,0.017547,0.017796,0.025738,0.004179,0.013508,0.011538,0.016502,0.005787,0.012897,0.012475,0.014694,0.101770,0.014077,0.019771,0.114540,0.001798,0.013902,0.874171,0.216165,0.257867,0.199934,0.194813,0.241483,0.185560,0.187529,0.178468,0.223874,0.220762,0.213744,0.210507,0.011207,0.010126,0.011122,0.011784,0.010459,0.018150,0.018758,0.004114,0.010663,0.009019,0.011666,0.004767,0.005417,9
0.050885,0.044167,3.213740,0.099773,0.138416,0.356334,0.004876,0.075091,-21.981769,1.518502,-0.836663,-0.004360,-0.244935,0.028723,-0.069274,-0.036914,-0.204232,0.403148,0.071478,0.034905,-0.038454,0.007449,0.010873,0.009587,0.013968,0.011752,0.014359,0.013807,0.008500,0.019840,0.012388,0.013760,0.006827,0.011991,0.008701,0.021858,0.066667,0.011501,0.019802,0.128676,0.001747,0.015847,0.506583,0.334396,0.215035,0.240945,0.241333,0.272024,0.190955,0.198390,0.201078,0.211661,0.241726,0.229841,0.170979,0.005029,0.012716,0.005385,0.011282,0.006827,0.015023,0.012153,0.011120,0.017531,0.012891,0.013882,0.008939,0.005714,9
0.051628,0.038474,3.192653,0.106396,0.144656,0.351417,0.005011,0.070780,-22.228280,1.612049,-0.768295,-0.193555,-0.246714,0.128765,-0.038613,-0.090354,-0.028503,0.256418,0.023605,0.089292,-0.110183,0.010285,0.012685,0.009201,0.012048,0.013062,0.010387,0.022730,0.008853,0.014522,0.015497,0.016840,0.006181,0.013069,0.009501,0.021685,0.076569,0.013390,0.019164,0.130783,0.001947,0.015965,0.524758,0.364955,0.255804,0.239028,0.230834,0.277427,0.183263,0.170712,0.214479,0.226210,0.220143,0.240465,0.162127,0.007283,0.015665,0.006298,0.010890,0.009924,0.009523,0.018152,0.012139,0.014641,0.015987,0.014444,0.006544,0.005930,9
0.044686,0.037742,3.203520,0.098736,0.141372,0.300247,0.006345,0.063135,-22.087954,1.909508,-0.699817,-0.316515,-0.366832,0.029615,-0.070687,-0.009708,-0.131459,0.146965,0.003842,0.053840,-0.084848,0.012754,0.008767,0.014463,0.012852,0.012363,0.020219,0.018262,0.005198,0.015504,0.015338,0.017623,0.007420,0.013608,0.008377,0.014759,0.053682,0.013673,0.020249,0.117845,0.002855,0.017020,0.406468,0.249422,0.219809,0.229410,0.247191,0.240626,0.183204,0.180281,0.182943,0.210714,0.231410,0.205087,0.204244,0.015549,0.008727,0.007316,0.009400,0.011248,0.019979,0.019196,0.006087,0.012782,0.011711,0.017146,0.008560,0.007789,9
0.041243,0.053110,3.183685,0.096692,0.145925,0.247428,0.005781,0.051917,-21.626194,2.130957,-0.573591,-0.214799,-0.282055,0.056009,-0.064408,0.096352,0.111545,0.150848,0.014257,0.015510,-0.094427,0.020259,0.017950,0.024016,0.012663,0.018148,0.009084,0.036743,0.005553,0.013628,0.012816,0.018917,0.008159,0.015898,0.006947,0.019654,0.064313,0.013940,0.023743,0.082452,0.002305,0.012995,0.361243,0.204263,0.239366,0.198646,0.221644,0.236813,0.199733,0.224994,0.219923,0.223708,0.221204,0.200889,0.177579,0.014313,0.018275,0.013782,0.009066,0.012480,0.009083,0.026403,0.005953,0.016347,0.009307,0.013039,0.006998,0.005619,9
0.040704,0.038365,3.218468,0.095945,0.147897,0.217065,0.004881,0.056681,-22.196810,1.933867,-0.704740,0.060363,-0.131540,0.034689,-0.142231,-0.048247,0.022659,0.086735,-0.080320,-0.006372,-0.018510,0.020420,0.011179,0.026039,0.011847,0.020329,0.009792,0.045067,0.005449,0.007857,0.015586,0.021408,0.011402,0.016574,0.005910,0.017587,0.051550,0.013647,0.021225,0.067424,0.001541,0.009001,0.901819,0.227838,0.226230,0.210718,0.203447,0.224641,0.161783,0.202260,0.189814,0.159558,0.187953,0.162940,0.185823,0.016564,0.011354,0.014663,0.010788,0.011895,0.006670,0.027212,0.004094,0.005237,0.014142,0.014518,0.014652,0.006040,9
0.142515,0.031225,3.181992,0.210000,0.196279,1.502748,0.005166,0.234208,-23.332488,0.445139,-0.191701,0.294713,-0.093045,0.020819,0.019373,0.133772,-0.073187,0.244331,0.045752,0.128453,0.028997,0.004594,0.002724,0.056088,0.009784,0.011968,0.007872,0.056928,0.004077,0.003623,0.008954,0.023434,0.003988,0.023376,0.048631,0.018110,0.134914,0.037347,0.017903,0.463794,0.008246,0.086152,1.807457,0.362877,0.267029,0.289746,0.278410,0.210138,0.232087,0.181946,0.173564,0.143464,0.147320,0.150833,0.183792,0.003082,0.002253,0.045859,0.006066,0.009407,0.005223,0.046976,0.002799,0.002438,0.005017,0.017723,0.002749,0.014404,9
0.135519,0.030083,3.211665,0.196899,0.187986,1.458329,0.003382,0.220625,-22.597321,0.479206,-0.388940,0.426101,-0.142741,-0.003720,-0.153158,0.042804,-0.081889,0.146772,-0.023634,0.022145,-0.151573,0.007933,0.007538,0.051090,0.006324,0.011089,0.009084,0.043756,0.004418,0.003228,0.012171,0.022226,0.003206,0.019765,0.028363,0.016171,0.131909,0.028275,0.018537,0.309860,0.001285,0.063657,0.686154,0.331143,0.259618,0.204013,0.209419,0.233003,0.212742,0.173713,0.204169,0.198934,0.171472,0.179453,0.177286,0.004871,0.005672,0.039778,0.005065,0.006400,0.012973,0.036924,0.002637,0.002338,0.007350,0.011491,0.002316,0.012209,9
0.143630,0.030625,3.234658,0.201631,0.180506,1.516594,0.003042,0.224812,-22.447776,0.066647,-0.527674,0.338665,-0.235765,-0.083882,-0.222586,0.082668,-0.067114,0.170677,0.002105,-0.096828,-0.177556,0.005871,0.006694,0.034293,0.009196,0.008017,0.021758,0.022643,0.004569,0.003055,0.010322,0.020321,0.005489,0.016172,0.024362,0.013766,0.100730,0.025411,0.018821,0.237574,0.001064,0.051183,0.601484,0.330246,0.244194,0.221744,0.226367,0.198985,0.174283,0.182361,0.193493,0.174853,0.171595,0.202027,0.165577,0.003663,0.005194,0.020280,0.006759,0.004729,0.022899,0.018672,0.003698,0.002069,0.006690,0.010146,0.004497,0.008437,9
0.161854,0.023976,3.260112,0.211224,0.174615,1.688239,0.002642,0.241125,-22.720869,-0.344372,-0.564725,0.180460,-0.226457,-0.115871,-0.230954,0.168797,-0.116123,0.083639,-0.067193,-0.075353,-0.061058,0.005800,0.003744,0.011242,0.012994,0.009448,0.023218,0.007450,0.003993,0.003471,0.007299,0.010148,0.009517,0.009266,0.018811,0.012033,0.049059,0.019022,0.016117,0.159113,0.000602,0.030922,0.730107,0.286970,0.225052,0.198146,0.187317,0.186049,0.156706,0.175694,0.183621,0.152536,0.157933,0.165982,0.145834,0.003686,0.002668,0.007374,0.007446,0.006352,0.017264,0.004632,0.003367,0.002325,0.004935,0.005531,0.008105,0.004691,9
0.165534,0.023399,3.268075,0.213617,0.179603,1.726481,0.002613,0.251542,-22.654180,-0.064385,-0.226842,0.315827,-0.242934,-0.049073,-0.249641,0.116731,-0.163071,0.035303,-0.034571,-0.084588,-0.117114,0.005749,0.003834,0.021007,0.017344,0.012529,0.010375,0.013520,0.003400,0.004259,0.006809,0.008621,0.009622,0.009678,0.020014,0.011305,0.047622,0.021341,0.015508,0.163535,0.000565,0.031629,0.659293,0.264011,0.221579,0.173854,0.168539,0.198487,0.158882,0.160090,0.194245,0.182758,0.158620,0.158966,0.156225,0.003610,0.002435,0.017406,0.009327,0.010961,0.006166,0.012181,0.002310,0.002460,0.003815,0.005479,0.007516,0.005275,9
0.148999,0.028967,3.252515,0.204082,0.184145,1.581371,0.002860,0.230000,-22.568611,0.249755,-0.253885,0.480817,-0.253862,-0.030885,-0.203425,0.118461,-0.082105,0.069956,0.059740,-0.076478,-0.096635,0.005378,0.004174,0.032341,0.017898,0.010318,0.009809,0.034331,0.003671,0.005136,0.006719,0.012564,0.007446,0.014394,0.024816,0.014994,0.066065,0.023225,0.016554,0.222397,0.000836,0.034844,0.646709,0.293964,0.282985,0.200046,0.200692,0.210682,0.162729,0.189592,0.180798,0.188068,0.157747,0.170032,0.202971,0.003078,0.002478,0.027522,0.009649,0.009615,0.006939,0.030522,0.002421,0.003048,0.002993,0.007851,0.005691,0.009365,9
0.181015,0.017551,3.186126,0.263038,0.222034,1.696540,0.008789,0.292813,-25.379125,1.831116,-0.739731,-0.056219,-0.118036,0.392697,-0.083201,-0.191318,-0.475068,-0.360256,-0.011836,0.022164,0.054361,0.029385,0.002504,0.028430,0.016781,0.017336,0.045566,0.038046,0.006061,0.005238,0.010587,0.007227,0.003591,0.023408,0.038875,0.008623,0.089418,0.032565,0.023220,0.396077,0.009234,0.095653,2.451026,0.351398,0.223257,0.175342,0.201519,0.207490,0.200681,0.185471,0.183833,0.177552,0.181668,0.151741,0.155467,0.020957,0.002083,0.028304,0.011174,0.016495,0.029527,0.026541,0.005777,0.004085,0.008387,0.004719,0.003344,0.009689,9
0.175470,0.021109,3.168154,0.261695,0.218864,1.865802,0.005756,0.274375,-22.990088,2.079185,-0.859114,0.110268,0.025456,0.213188,-0.185420,-0.235541,-0.446969,-0.321945,-0.159174,0.029348,0.057885,0.036029,0.003428,0.011941,0.024627,0.022161,0.037368,0.026481,0.010871,0.005350,0.011006,0.016692,0.004954,0.017960,0.019784,0.009677,0.081231,0.012539,0.011422,0.151091,0.001614,0.042361,0.650079,0.226826,0.281073,0.176303,0.199004,0.166851,0.158165,0.177474,0.180051,0.163529,0.156187,0.160857,0.134747,0.026319,0.002865,0.007720,0.017285,0.015939,0.019984,0.014008,0.010457,0.003476,0.006942,0.010531,0.004551,0.005544,9
0.234618,0.045996,3.234309,0.306295,0.239134,2.227442,0.005190,0.417188,-21.518314,1.569040,-0.658969,0.036380,-0.032739,0.135026,-0.334873,-0.172855,-0.229243,-0.335666,-0.084406,0.084091,-0.024064,0.019793,0.003413,0.013305,0.014052,0.013051,0.010314,0.055760,0.005056,0.013229,0.017505,0.009799,0.017425,0.017604,0.026753,0.013992,0.045209,0.015537,0.011556,0.172238,0.001368,0.077620,0.444991,0.195931,0.245909,0.160385,0.201404,0.198695,0.170164,0.185999,0.198781,0.177029,0.164090,0.169206,0.146758,0.013492,0.002419,0.006968,0.008465,0.010620,0.006820,0.033599,0.003862,0.010127,0.013055,0.005326,0.013551,0.007132,9
0.241197,0.053511,3.237392,0.309325,0.233823,2.330052,0.004712,0.460250,-21.199742,1.467469,-0.671262,0.017956,-0.135351,0.087101,-0.465786,-0.179863,-0.234312,-0.118025,-0.349194,-0.007198,-0.160135,0.021873,0.002221,0.014421,0.033150,0.018021,0.009670,0.015573,0.003757,0.009176,0.011299,0.010831,0.021203,0.013606,0.028924,0.015679,0.034999,0.014737,0.008552,0.135608,0.001503,0.079551,0.362459,0.191564,0.190044,0.172129,0.193314,0.167465,0.203865,0.177768,0.200459,0.154222,0.185763,0.147444,0.157019,0.017175,0.001642,0.008308,0.020239,0.012072,0.005771,0.011871,0.003297,0.006942,0.006554,0.006670,0.013993,0.005124,9
0.242575,0.048047,3.225862,0.309591,0.235168,2.307164,0.004624,0.460062,-21.333137,1.482262,-0.667625,0.010695,-0.147651,0.098181,-0.426767,-0.084534,-0.214962,-0.180195,-0.346507,-0.005236,-0.130979,0.018658,0.001943,0.018049,0.032039,0.020106,0.014342,0.012369,0.002723,0.007519,0.010676,0.010760,0.021835,0.012763,0.029846,0.014549,0.043470,0.015329,0.008704,0.153346,0.001336,0.074010,0.329829,0.201955,0.190765,0.175537,0.200834,0.153375,0.216340,0.172870,0.195937,0.169620,0.170993,0.118216,0.144791,0.009239,0.001134,0.009763,0.016213,0.011874,0.011501,0.008722,0.002237,0.005932,0.006129,0.005784,0.014903,0.004261,9
0.190069,0.061815,3.188462,0.276232,0.221744,1.610958,0.005965,0.270813,-21.590417,1.846529,-1.087321,-0.453958,-0.213609,0.196867,-0.100187,-0.020546,-0.599706,-0.108902,0.117088,0.097216,-0.149774,0.012698,0.004291,0.008838,0.013538,0.019114,0.065838,0.023007,0.003759,0.004094,0.021362,0.012143,0.002160,0.021870,0.021444,0.017496,0.073358,0.014102,0.009688,0.286757,0.002575,0.037458,0.369154,0.194708,0.212057,0.166663,0.150871,0.180222,0.152359,0.147002,0.184543,0.172228,0.182263,0.158000,0.158593,0.010481,0.004349,0.005532,0.008055,0.010826,0.038156,0.017347,0.003217,0.003485,0.016674,0.007820,0.001460,0.008801,9
