@RELATION data/79New.ckpt
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {7,9}

@DATA
0.043557,0.034908,3.076144,0.121952,0.173749,0.235702,0.004061,0.046450,-22.378382,2.120103,-0.542054,0.229566,0.243028,-0.265540,-0.487207,-0.262952,-0.329510,-0.318733,0.012483,0.328145,0.047427,0.009682,0.003422,0.014553,0.022320,0.059771,0.055997,0.028625,0.004016,0.008318,0.006720,0.019305,0.003064,0.024259,0.007241,0.011759,0.112200,0.013500,0.015417,0.068428,0.001414,0.006391,0.596986,0.275145,0.180051,0.141278,0.152707,0.161362,0.143817,0.136732,0.119188,0.148050,0.131606,0.121308,0.116426,0.005741,0.002410,0.007349,0.014929,0.035259,0.035193,0.015921,0.002971,0.004740,0.004237,0.011311,0.002125,0.007045,7
0.038396,0.032218,3.091100,0.109825,0.165756,0.185902,0.004603,0.045327,-22.482736,2.165944,-0.621902,0.251730,0.233896,-0.222264,-0.513011,-0.156643,-0.315205,-0.357813,0.022255,0.321720,0.057787,0.010492,0.004384,0.014476,0.023115,0.049775,0.051639,0.038705,0.002353,0.007813,0.006522,0.027039,0.004003,0.023853,0.007196,0.009495,0.116140,0.013350,0.016769,0.056325,0.001453,0.005509,0.528240,0.292773,0.191012,0.123665,0.160017,0.160023,0.142269,0.157594,0.115821,0.143678,0.130569,0.118726,0.111359,0.006361,0.002883,0.007315,0.014305,0.031075,0.031294,0.018105,0.001730,0.005426,0.003546,0.019665,0.002796,0.006678,7
0.040580,0.028912,3.131718,0.113799,0.169868,0.188689,0.004617,0.046416,-22.559881,2.185048,-0.762535,0.173838,0.178416,-0.147559,-0.409195,-0.059503,-0.338446,-0.334311,0.038446,0.210098,0.117266,0.011533,0.004476,0.015800,0.017258,0.035941,0.039844,0.042246,0.002093,0.009179,0.008497,0.032840,0.004463,0.019489,0.006694,0.009634,0.098070,0.014572,0.018549,0.047728,0.001373,0.004659,0.589583,0.291140,0.209416,0.169122,0.153172,0.160081,0.154155,0.156305,0.147089,0.148878,0.121085,0.120322,0.107907,0.006846,0.002939,0.007912,0.010622,0.021712,0.022608,0.021425,0.001706,0.006258,0.005433,0.023328,0.002825,0.004755,7
0.045695,0.020175,3.154506,0.115333,0.166515,0.234148,0.003945,0.052371,-22.898177,1.919729,-0.913449,0.078283,0.130680,-0.155177,-0.267095,-0.031308,-0.417212,-0.285485,0.047429,0.221830,0.083777,0.008092,0.004488,0.015744,0.015699,0.032903,0.028017,0.031079,0.002867,0.012300,0.009788,0.026396,0.004419,0.015189,0.005683,0.009158,0.070846,0.012095,0.016284,0.050453,0.001065,0.004351,0.600481,0.249384,0.221539,0.182911,0.149235,0.157984,0.165105,0.168009,0.154312,0.136508,0.129102,0.154094,0.117416,0.005165,0.003372,0.008014,0.007946,0.019040,0.015883,0.015870,0.002505,0.007769,0.007795,0.017724,0.002408,0.004285,7
0.133081,0.046543,3.231225,0.192458,0.152777,1.463351,0.001796,0.268229,-22.854183,0.546458,0.567393,0.324020,0.219828,0.289593,0.311057,0.097743,-0.001508,0.281849,-0.004340,0.001633,-0.109430,0.004344,0.001092,0.018054,0.001921,0.009311,0.003281,0.176130,0.002546,0.002067,0.003347,0.023284,0.001253,0.048434,0.033891,0.021352,0.054031,0.009203,0.007788,0.308905,0.000681,0.047532,0.320113,0.154390,0.150308,0.143484,0.142215,0.130337,0.139332,0.133916,0.158096,0.125648,0.116814,0.116578,0.117356,0.002495,0.000729,0.010335,0.000889,0.006958,0.001405,0.085057,0.001513,0.001341,0.001988,0.017885,0.000621,0.022791,7
0.151838,0.043140,3.251947,0.196386,0.152875,1.648304,0.001471,0.287768,-22.645466,0.507348,0.524997,0.289587,0.266763,0.334625,0.389052,0.113471,-0.055354,0.237100,0.035180,0.073932,-0.072484,0.004232,0.000902,0.019093,0.002076,0.008840,0.004126,0.122515,0.002507,0.002410,0.005904,0.024204,0.001480,0.034355,0.029694,0.012446,0.033237,0.008957,0.008444,0.241886,0.000460,0.028590,0.195610,0.139821,0.113534,0.139455,0.146375,0.129829,0.123770,0.164021,0.125908,0.132014,0.164733,0.125029,0.136751,0.001836,0.000441,0.011782,0.001006,0.006083,0.001915,0.066014,0.001453,0.001150,0.003096,0.018634,0.000664,0.016897,7
0.162336,0.031372,3.242942,0.201095,0.155263,1.707443,0.001445,0.300227,-23.027052,0.520632,0.443255,0.260787,0.295171,0.367564,0.405529,0.118263,-0.096137,0.219969,0.019212,0.028098,-0.031732,0.003851,0.001193,0.018200,0.002286,0.009387,0.004861,0.106711,0.003577,0.002719,0.004869,0.024405,0.001407,0.030004,0.028224,0.009522,0.059334,0.009615,0.008499,0.213277,0.000401,0.030252,0.217889,0.213150,0.131431,0.155773,0.163812,0.151518,0.134871,0.119457,0.128021,0.117821,0.108407,0.106575,0.123499,0.002242,0.000739,0.008421,0.001449,0.005770,0.002305,0.057842,0.001971,0.001815,0.002075,0.018124,0.000698,0.014749,7
0.151123,0.039331,3.250373,0.192758,0.153045,1.622600,0.001438,0.282441,-22.644095,0.545024,0.430292,0.279405,0.188418,0.324114,0.386802,0.203207,-0.097612,0.162794,0.013780,0.044451,-0.059324,0.003289,0.001216,0.018372,0.002522,0.008767,0.005307,0.127958,0.003799,0.002265,0.006245,0.017287,0.001635,0.034948,0.029838,0.012188,0.034859,0.008185,0.007898,0.240740,0.000346,0.029301,0.261687,0.172083,0.143223,0.123028,0.149300,0.115196,0.127899,0.154206,0.113995,0.119325,0.128525,0.118607,0.110999,0.001600,0.000756,0.008883,0.001463,0.005572,0.003529,0.076153,0.002364,0.001226,0.003008,0.011851,0.000838,0.020357,7
0.157832,0.041280,3.259733,0.195732,0.156186,1.672506,0.001444,0.304696,-22.458540,0.668856,0.301477,0.135786,0.109133,0.261150,0.345511,0.120905,-0.023762,0.196940,0.023593,0.087085,-0.070617,0.005124,0.001274,0.018222,0.003025,0.010482,0.007306,0.117085,0.004198,0.002121,0.005654,0.018470,0.002506,0.032036,0.028703,0.014168,0.031298,0.008341,0.008313,0.252927,0.000425,0.038782,0.223973,0.161077,0.135904,0.171181,0.154537,0.152586,0.126632,0.126796,0.116823,0.115899,0.116194,0.125438,0.119243,0.002070,0.000681,0.009724,0.001603,0.006549,0.003876,0.067091,0.002804,0.001149,0.002736,0.014214,0.001106,0.017663,7
0.140672,0.038478,3.244794,0.190210,0.155296,1.541751,0.001480,0.275269,-22.510646,0.636532,0.398159,0.226762,0.189574,0.285193,0.330663,0.161828,-0.035103,0.225509,0.005214,-0.025122,-0.049046,0.004518,0.001352,0.021048,0.003002,0.009799,0.004206,0.124024,0.003537,0.002715,0.006107,0.024055,0.001762,0.034319,0.026521,0.012810,0.037910,0.009607,0.012425,0.232590,0.000463,0.034633,0.291876,0.180808,0.154053,0.172333,0.147813,0.155727,0.124414,0.132627,0.146366,0.126495,0.107517,0.117065,0.122500,0.002307,0.000679,0.009967,0.001790,0.005926,0.001976,0.070123,0.002891,0.001545,0.002902,0.015635,0.000854,0.018434,7
0.142461,0.041373,3.232343,0.190910,0.153363,1.559482,0.001536,0.274607,-22.588088,0.741643,0.530062,0.040087,0.206253,0.296203,0.343986,0.162092,-0.077702,0.150695,0.048148,0.065948,0.065726,0.003529,0.001443,0.019441,0.002513,0.009322,0.004465,0.131633,0.002821,0.002439,0.006988,0.023946,0.001487,0.036492,0.029565,0.015421,0.048198,0.009618,0.009645,0.258495,0.000422,0.037501,0.291257,0.167387,0.179597,0.143984,0.147917,0.133495,0.119669,0.143106,0.136032,0.134119,0.116672,0.114826,0.126772,0.002255,0.000727,0.011300,0.001570,0.005770,0.002331,0.070444,0.002000,0.001434,0.003018,0.019036,0.000717,0.018316,7
0.203816,0.010723,2.913915,0.293577,0.235543,2.243535,0.000861,0.504520,-23.889999,0.635583,0.081368,-0.078787,-0.069741,-0.156839,0.026854,-0.058555,-0.234454,-0.247390,0.133235,0.037784,0.091952,0.004236,0.003643,0.009948,0.008536,0.009860,0.008275,0.009490,0.002222,0.008310,0.002997,0.005914,0.003364,0.004069,0.031689,0.004915,0.143860,0.049767,0.024370,0.398776,0.000330,0.138397,0.556845,0.220753,0.235316,0.223954,0.193243,0.248343,0.126632,0.178423,0.161773,0.139507,0.176083,0.134240,0.124022,0.002312,0.001543,0.007411,0.003683,0.003905,0.003221,0.006747,0.001115,0.003490,0.001585,0.003029,0.001861,0.001960,7
0.155286,0.016122,2.965059,0.235031,0.211571,1.782821,0.000996,0.307963,-22.793490,0.767779,-0.008739,0.024973,-0.187163,0.002181,0.071255,-0.075416,-0.100062,-0.630945,0.069640,-0.096109,0.018168,0.010014,0.006190,0.012488,0.012683,0.010519,0.007582,0.007230,0.002222,0.008837,0.005496,0.008483,0.003177,0.004578,0.012257,0.002687,0.072459,0.008964,0.005609,0.123804,0.000154,0.041905,0.274184,0.132391,0.131887,0.171280,0.173219,0.127458,0.108459,0.131855,0.132876,0.149445,0.129894,0.119820,0.119628,0.003695,0.002756,0.005187,0.005931,0.003718,0.002963,0.002782,0.001114,0.002917,0.002605,0.003334,0.001659,0.001153,7
0.162988,0.014486,2.849591,0.236910,0.213025,1.744524,0.000947,0.329469,-22.904492,1.051423,-0.224100,-0.005504,-0.095942,0.122526,0.020607,-0.121132,-0.113504,-0.495541,0.082869,-0.046776,0.001280,0.012066,0.006592,0.011043,0.012478,0.010908,0.007158,0.008509,0.002960,0.011924,0.006640,0.010394,0.002847,0.005169,0.019664,0.002293,0.105343,0.011476,0.008818,0.131641,0.000165,0.059897,0.209911,0.157302,0.148180,0.164521,0.147836,0.108727,0.112950,0.127836,0.149009,0.135462,0.131411,0.117486,0.113434,0.004102,0.002746,0.004859,0.005709,0.004053,0.002921,0.003010,0.001585,0.003899,0.003539,0.003864,0.001454,0.001209,7
0.171903,0.011909,2.891106,0.245200,0.209069,1.897641,0.001055,0.346983,-23.603642,1.130616,0.344571,0.281193,-0.316943,-0.131450,-0.006477,0.045882,-0.039378,-0.349675,-0.023832,-0.250435,-0.063679,0.007899,0.004565,0.014302,0.011429,0.013625,0.007421,0.010155,0.002140,0.008336,0.008283,0.016476,0.003278,0.006227,0.030468,0.004130,0.173526,0.027776,0.015921,0.298755,0.000253,0.075659,0.460956,0.212520,0.190345,0.195008,0.210624,0.231267,0.142312,0.125425,0.121218,0.154249,0.153741,0.140761,0.121723,0.003820,0.002361,0.007030,0.004347,0.006121,0.004472,0.005536,0.001169,0.004212,0.004643,0.008590,0.002028,0.002037,7
0.152858,0.011963,2.914910,0.236040,0.215726,1.584566,0.001075,0.352972,-23.416243,1.213797,0.338991,0.238839,-0.586303,-0.061414,-0.168153,-0.058128,0.077488,-0.407690,0.173837,-0.312213,-0.028479,0.010206,0.009903,0.010842,0.011829,0.013658,0.012058,0.008878,0.001156,0.014725,0.010965,0.012193,0.005236,0.005513,0.020481,0.002483,0.087977,0.013489,0.008432,0.212082,0.000199,0.052295,0.336530,0.164661,0.149980,0.170561,0.144372,0.118514,0.130932,0.140492,0.108164,0.132587,0.130543,0.110532,0.125203,0.004075,0.005121,0.005139,0.004615,0.003798,0.006602,0.004717,0.000752,0.003746,0.004198,0.003844,0.002071,0.001097,7
0.190041,0.020182,3.152911,0.225166,0.197521,1.823067,0.001348,0.370576,-22.963616,0.720195,-0.072632,0.240711,-0.422351,0.041677,-0.069466,0.067863,0.045328,-0.412586,0.059552,-0.041774,0.087400,0.006291,0.006237,0.011171,0.012168,0.009440,0.007383,0.010274,0.001234,0.006791,0.004409,0.007316,0.005264,0.004869,0.056073,0.011597,0.055877,0.024830,0.017795,0.272080,0.000266,0.110048,0.502489,0.410191,0.148620,0.198336,0.150695,0.145311,0.208852,0.167833,0.146400,0.177487,0.122056,0.147740,0.140215,0.002843,0.003813,0.004833,0.004091,0.004809,0.004257,0.003944,0.000570,0.003494,0.002207,0.005313,0.004241,0.000753,7
0.189557,0.010497,3.018217,0.231873,0.200839,1.813483,0.001256,0.375802,-24.087505,1.070609,0.089801,0.274206,-0.417423,-0.163009,-0.188612,0.071192,0.027046,-0.245503,0.090933,-0.178868,0.041114,0.006419,0.005906,0.008579,0.011487,0.015850,0.011108,0.010294,0.001246,0.011127,0.009215,0.010127,0.004399,0.005760,0.034103,0.002857,0.086385,0.019811,0.012622,0.236649,0.000236,0.088742,0.435885,0.295413,0.134971,0.150756,0.134739,0.138624,0.172331,0.154907,0.134187,0.098762,0.124055,0.116834,0.087680,0.002758,0.003817,0.003383,0.003827,0.007818,0.005933,0.003826,0.000419,0.004496,0.003799,0.004006,0.002751,0.001719,7
0.170380,0.010312,3.007449,0.227510,0.203868,1.706333,0.001196,0.333843,-23.968068,1.126412,0.241271,0.274969,-0.430222,0.030317,-0.209546,0.022893,-0.019382,-0.186418,0.144065,-0.191288,0.022519,0.008889,0.006066,0.010016,0.009367,0.015252,0.011225,0.014332,0.001297,0.012258,0.012556,0.010633,0.005088,0.006222,0.023863,0.003440,0.077360,0.014857,0.009236,0.212869,0.000154,0.038677,0.403513,0.153116,0.096698,0.117288,0.105619,0.141176,0.113483,0.091186,0.113970,0.126122,0.095393,0.152612,0.130487,0.002677,0.003152,0.003571,0.003852,0.004912,0.005965,0.008447,0.000602,0.003540,0.005672,0.004646,0.001670,0.002059,7
0.155188,0.033144,2.999735,0.203871,0.175905,1.421168,0.000934,0.284226,-22.863212,1.034703,0.950695,0.697103,-0.322455,-0.394952,-0.420358,-0.122448,-0.151184,-0.203094,0.157982,0.331931,0.325767,0.003168,0.004283,0.018564,0.028388,0.048103,0.009565,0.013452,0.000890,0.011381,0.010397,0.019802,0.002597,0.015111,0.010627,0.008814,0.090254,0.006396,0.006086,0.117804,0.000264,0.017034,0.846447,0.144648,0.186146,0.166104,0.170858,0.134869,0.123554,0.118714,0.127164,0.125225,0.137882,0.169439,0.135443,0.002146,0.002357,0.006311,0.014973,0.019862,0.005786,0.005650,0.000490,0.003357,0.004020,0.003497,0.001146,0.003411,7
0.151015,0.016542,3.038863,0.201936,0.178852,1.409211,0.000990,0.277416,-23.269897,1.063871,0.897672,0.608947,-0.250623,-0.400222,-0.383173,-0.052569,-0.115475,-0.143672,0.235202,0.321718,0.337396,0.005230,0.003293,0.021280,0.016567,0.036265,0.023456,0.017907,0.001139,0.006878,0.012718,0.020201,0.002395,0.013131,0.016293,0.004686,0.083231,0.010029,0.007565,0.150259,0.000312,0.029115,0.308595,0.143953,0.162259,0.152476,0.131211,0.129258,0.114129,0.115576,0.117119,0.139933,0.136766,0.142899,0.112914,0.002372,0.001853,0.009586,0.010292,0.018754,0.008965,0.006589,0.000634,0.003746,0.005681,0.004847,0.001253,0.004445,7
0.147005,0.019163,3.051770,0.195964,0.173754,1.333839,0.001159,0.272662,-23.159050,0.771204,0.619226,0.776666,-0.304062,-0.130001,-0.282594,-0.093494,-0.181715,-0.187399,0.059528,0.197541,0.331558,0.003422,0.004631,0.021513,0.027129,0.051973,0.008051,0.011494,0.001033,0.005744,0.005449,0.016784,0.002480,0.015805,0.022219,0.010490,0.134382,0.013054,0.010405,0.232284,0.000492,0.045409,0.963824,0.198309,0.123182,0.141665,0.200618,0.199935,0.134950,0.129117,0.187956,0.136760,0.179352,0.183527,0.160307,0.002381,0.002793,0.008311,0.012780,0.022674,0.005779,0.005446,0.000407,0.003741,0.003259,0.003858,0.001801,0.003810,7
0.145555,0.015555,3.201087,0.202546,0.172107,1.451332,0.001296,0.281552,-24.194004,1.027833,0.876464,0.677551,-0.090277,-0.182385,-0.260626,-0.206752,-0.219493,-0.165984,0.142006,0.291250,0.249463,0.004094,0.002389,0.024597,0.026529,0.049013,0.011246,0.020637,0.001273,0.008426,0.005959,0.019871,0.001976,0.016977,0.025343,0.005543,0.082042,0.014379,0.005374,0.251004,0.000378,0.045308,0.426834,0.178009,0.153280,0.157634,0.155444,0.144233,0.140155,0.151782,0.124178,0.129591,0.096329,0.151440,0.120691,0.002569,0.001108,0.010371,0.015127,0.022986,0.007950,0.011569,0.000585,0.004455,0.003095,0.007201,0.001188,0.005075,7
0.136740,0.020575,3.170569,0.200064,0.176728,1.310018,0.001207,0.272130,-23.216715,1.093559,0.813817,0.707264,-0.179170,-0.261405,-0.364943,-0.181687,-0.151045,-0.119722,0.211152,0.260262,0.350864,0.003446,0.003320,0.019849,0.028377,0.047735,0.009709,0.016332,0.001056,0.023720,0.006198,0.021995,0.002617,0.016540,0.019183,0.009507,0.118139,0.012241,0.006812,0.212097,0.000454,0.044223,0.648072,0.207025,0.152497,0.179078,0.165552,0.128786,0.120449,0.137573,0.157428,0.118492,0.172445,0.142112,0.130250,0.001994,0.002194,0.007380,0.016785,0.020224,0.007334,0.007757,0.000474,0.013066,0.003045,0.010149,0.001109,0.004239,7
0.127386,0.020946,3.116889,0.184888,0.170738,1.174029,0.001327,0.242370,-23.266954,1.222300,0.553165,0.616721,-0.118189,-0.245207,-0.322956,-0.103908,-0.161474,-0.172231,0.140405,0.326655,0.277786,0.004989,0.003974,0.025884,0.020603,0.054470,0.016296,0.015821,0.001827,0.013283,0.006704,0.019575,0.002576,0.016252,0.028421,0.011887,0.113012,0.020846,0.010055,0.285564,0.000509,0.055587,1.197287,0.248864,0.189676,0.171764,0.259123,0.195000,0.157806,0.101458,0.175306,0.149512,0.134549,0.136799,0.189413,0.002861,0.002726,0.009712,0.013896,0.019054,0.009097,0.007555,0.001837,0.009970,0.003687,0.005622,0.001745,0.003835,7
0.136230,0.015551,3.208169,0.194608,0.169799,1.330834,0.001260,0.264822,-24.394640,0.970624,0.807754,0.786705,-0.073456,-0.136793,-0.305933,-0.129541,-0.066694,-0.204676,0.116774,0.252805,0.303010,0.003624,0.002966,0.028479,0.024365,0.048425,0.011039,0.015943,0.001082,0.013279,0.005317,0.020736,0.002287,0.016076,0.026338,0.006231,0.056662,0.016702,0.005866,0.262218,0.000446,0.047505,0.468954,0.143192,0.131467,0.142827,0.186126,0.145313,0.155296,0.151018,0.143681,0.134897,0.171491,0.148366,0.155498,0.002026,0.001734,0.013807,0.014631,0.019415,0.007061,0.006510,0.000540,0.007347,0.002212,0.005264,0.000883,0.004070,7
0.157819,0.018960,3.223026,0.209410,0.174119,1.565556,0.001093,0.306995,-23.236788,0.932317,0.820821,0.671879,-0.126819,-0.100788,-0.364485,-0.186293,-0.150985,-0.135580,0.251594,0.311368,0.293189,0.004073,0.005274,0.021238,0.022130,0.034269,0.008530,0.019838,0.001307,0.009572,0.005664,0.018840,0.002386,0.011820,0.017942,0.006939,0.088731,0.009420,0.006589,0.183111,0.000370,0.027609,0.558337,0.230873,0.163004,0.118321,0.156039,0.089179,0.101259,0.159973,0.128912,0.111803,0.092730,0.135693,0.132878,0.001721,0.004012,0.007650,0.010907,0.014332,0.004601,0.009501,0.000617,0.006722,0.002798,0.005577,0.000943,0.002559,7
0.157373,0.014953,3.096073,0.206976,0.176473,1.523338,0.001158,0.298956,-23.943335,0.950028,0.922875,0.662105,-0.257867,-0.289376,-0.276252,-0.062514,-0.152365,-0.284625,0.075179,0.351034,0.380696,0.004393,0.003331,0.022819,0.024657,0.042899,0.013073,0.013709,0.001070,0.005823,0.006433,0.015599,0.002201,0.014153,0.022939,0.005887,0.102073,0.011382,0.005626,0.209120,0.000334,0.037798,0.714011,0.104851,0.172098,0.149436,0.150378,0.137334,0.127093,0.120106,0.109167,0.120649,0.130276,0.156752,0.155803,0.002361,0.001836,0.010542,0.015770,0.021197,0.007338,0.005384,0.000696,0.003183,0.003529,0.004192,0.000929,0.004885,7
0.159630,0.025006,3.069237,0.213642,0.179922,1.495007,0.000950,0.300458,-23.161636,0.983764,1.007313,0.700902,-0.343512,-0.299852,-0.301338,-0.216517,-0.233341,-0.219929,0.155434,0.278468,0.425999,0.003166,0.002727,0.015947,0.025377,0.060781,0.011927,0.013139,0.001003,0.009263,0.005928,0.017472,0.002188,0.017212,0.013330,0.007213,0.090484,0.005058,0.007080,0.125809,0.000261,0.015691,0.761644,0.117188,0.169694,0.142736,0.161230,0.099178,0.100736,0.143137,0.127494,0.134197,0.104137,0.123380,0.113300,0.002665,0.001387,0.004864,0.013947,0.019371,0.006769,0.006971,0.000578,0.004378,0.003063,0.005094,0.000951,0.004317,7
0.153312,0.017494,3.091536,0.205049,0.178229,1.428785,0.001125,0.292562,-23.480666,1.045975,0.702630,0.552267,-0.281207,-0.230265,-0.290429,-0.109741,-0.209900,-0.128725,0.061864,0.327127,0.371686,0.003288,0.002635,0.019471,0.034151,0.046021,0.008267,0.013816,0.001123,0.006391,0.008385,0.021796,0.003065,0.016301,0.017601,0.008894,0.110603,0.012275,0.007478,0.194530,0.000389,0.033408,0.923768,0.177601,0.168828,0.138953,0.213678,0.107621,0.093514,0.090866,0.105111,0.124162,0.123685,0.114270,0.176568,0.002722,0.001081,0.007986,0.015033,0.024319,0.004161,0.010662,0.000698,0.002752,0.004554,0.007602,0.001237,0.004143,7
0.054132,0.035783,3.249505,0.113731,0.138977,0.513330,0.004034,0.092229,-22.916739,0.766196,-0.392272,-0.479807,-0.620079,-0.132986,0.200185,0.090643,-0.123494,-0.393017,-0.574591,0.147852,0.066740,0.008043,0.008268,0.017123,0.022494,0.004872,0.018866,0.007427,0.002634,0.006686,0.003434,0.004718,0.002046,0.013043,0.012737,0.016679,0.074623,0.012714,0.019866,0.196004,0.002487,0.022298,0.621266,0.359890,0.336673,0.289075,0.248331,0.240638,0.207200,0.235438,0.222299,0.199153,0.269104,0.248121,0.209764,0.009301,0.006301,0.011850,0.022793,0.003315,0.021020,0.004973,0.003536,0.006905,0.005090,0.004373,0.002426,0.009423,9
0.049734,0.033953,3.248000,0.114662,0.148644,0.406951,0.003931,0.078885,-22.783466,1.173270,-0.463707,-0.301732,-0.481418,-0.113043,0.191444,0.131715,-0.091528,-0.272020,-0.353349,0.109232,0.062108,0.006224,0.012822,0.021979,0.016439,0.006033,0.018070,0.015384,0.003228,0.003697,0.003370,0.007353,0.001784,0.011973,0.012396,0.018643,0.042908,0.016818,0.022362,0.149840,0.002168,0.026515,0.734276,0.302349,0.246503,0.316709,0.246040,0.209518,0.239628,0.207509,0.236768,0.219259,0.239302,0.196825,0.157516,0.003733,0.009776,0.014642,0.017160,0.004395,0.028790,0.009781,0.002987,0.003165,0.002481,0.007769,0.001435,0.007879,9
0.047066,0.050494,3.229046,0.106257,0.136448,0.392318,0.004765,0.071729,-22.228997,1.033271,-0.610189,-0.385364,-0.534546,-0.346833,0.230815,0.210126,0.125075,-0.036166,-0.700977,-0.177510,-0.234011,0.023854,0.048533,0.010161,0.008278,0.008528,0.003510,0.003792,0.003857,0.003944,0.004290,0.005819,0.006022,0.017283,0.010921,0.017982,0.063077,0.012952,0.021202,0.160789,0.002556,0.023770,0.438555,0.302545,0.320577,0.271878,0.233487,0.225935,0.216503,0.241959,0.236535,0.231013,0.219502,0.196452,0.200294,0.017386,0.041778,0.008712,0.004767,0.007599,0.004030,0.003343,0.005401,0.004814,0.003869,0.006809,0.006578,0.008800,9
0.044492,0.037980,3.225566,0.107888,0.142844,0.402840,0.004280,0.070073,-22.997761,1.313715,-0.334522,-0.486465,-0.606506,-0.368376,0.165154,0.196098,0.159432,0.003515,-0.362665,-0.023251,-0.273185,0.017452,0.035627,0.010723,0.006894,0.008903,0.003252,0.004950,0.002892,0.005523,0.013361,0.015836,0.014045,0.017010,0.012664,0.020015,0.061818,0.014046,0.021900,0.158730,0.002653,0.026872,0.519319,0.327696,0.263134,0.236405,0.243614,0.162880,0.178223,0.225596,0.255473,0.179648,0.225119,0.189785,0.185881,0.013932,0.035190,0.007805,0.003777,0.008049,0.003692,0.004019,0.002706,0.005605,0.011321,0.014202,0.014139,0.008190,9
0.045670,0.035772,3.218201,0.109141,0.148670,0.393153,0.003541,0.073656,-23.096380,1.530195,-0.191699,-0.345657,-0.747421,-0.239686,0.091679,0.177944,0.261383,0.100349,-0.292663,0.105961,-0.233270,0.017315,0.017051,0.015578,0.008789,0.007358,0.002186,0.005921,0.002633,0.006497,0.014500,0.024209,0.021574,0.015153,0.013560,0.024419,0.059377,0.013665,0.023195,0.164698,0.001759,0.029583,0.744836,0.325194,0.222999,0.202295,0.258588,0.172176,0.158443,0.198062,0.191138,0.175642,0.236475,0.180051,0.195344,0.014029,0.022056,0.008759,0.005758,0.005726,0.001363,0.004673,0.002208,0.005045,0.012426,0.019389,0.021191,0.006304,9
0.053460,0.024480,3.226000,0.110519,0.142565,0.425388,0.003686,0.082979,-23.273970,1.435541,-0.450630,-0.246397,-0.608069,-0.253251,0.150092,0.355651,0.184925,-0.010648,-0.286397,0.056228,-0.121275,0.016382,0.021326,0.016135,0.019329,0.008474,0.003538,0.006298,0.002325,0.006483,0.004449,0.018491,0.013917,0.013895,0.018626,0.016943,0.052172,0.018658,0.022203,0.247371,0.002461,0.042604,0.806567,0.289506,0.357284,0.240236,0.245922,0.206956,0.176102,0.197105,0.210358,0.209096,0.222067,0.189148,0.178785,0.012182,0.016426,0.009444,0.019354,0.006743,0.002625,0.005841,0.001653,0.004494,0.003979,0.014021,0.011764,0.005746,9
